identifier/0/__text,identifier/1/__text,title/__text,creator/0/__text,format/0/__text,format/1/__text,extent/__text,publisher/__text,date/__text,description/0/__text,description/1/__text,isVersionOf/__text,subject/0/__text,subject/1/__text,subject/2/__text,subject/3/__text,subject/4/__text,subject/5/__text,subject/6/__text,subject/7/__text,subject/8/__text,subject/9/__text,subject/10/__text,subject/11/__text,rights/__text,subject/12/__text,creator/1/__text,subject/13/__text,subject/14/__text,creator/2/__text,creator/3/__text,creator/4/__text,description/2/__text
74891785,http://digital.nls.uk/74891785,Rose of Albion.,J. & C. Evans,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The rose of Albion - first line reads: Blow softly, ye breezes, and waft over/ the billows. God save the Queen - first line reads: God save queen Caroline. In two columns with a woodcut above each..",Electronic reproduction of: Rose of Albion. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Abbey churches,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891788,http://digital.nls.uk/74891788,Betty of Billingsgate.,"Jennings, J. (Printer)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: A boat unmoor'd from off Bank-/side. In one column with a woodcut above the title..,Electronic reproduction of: Betty of Billingsgate. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Abbey churches,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891818,http://digital.nls.uk/74891818,Flower of the bobby force.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The text speaks of events in 1874. First line reads: Brave boys gather round me, I know attention you will pay. In one column with a woodcut above the title. At foot of text: Composed by the Poet Laureate, set to music, and sung with unbounded applause to a select audience, by the Speaking Gardenor [sic], at the Harper's Concert Rooms, Milltown. Entered at Stationer's Hall. Copyright reserved..",Electronic reproduction of: Flower of the bobby force. 1 item ;  x  cm.,Orangemen,Woodcuts (prints),Ballads (documents),Battles,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891866,http://digital.nls.uk/74891866,New song.,Grosvenor and Hall,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: Brother Freemen, as many address you in prose. In one column. Tune: - Vicar and Moses..",Electronic reproduction of: New song. 1 item ;  x  cm.,Ballads (documents),Politics,Elections,"Europe, United Kingdom, England, Oxfordshire, Oxford (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891869,http://digital.nls.uk/74891869,New Guy Fawkes speech.,"Billing, E., active approximately 1802 - 1839",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... for the fifth of November"". Above the woodcut in contemporary(?) hand: '1829'. First line of text reads: In the year 1605, and in the reign of James the First, a cabal, consisting of Jesuits. First line of ballad reads: But tho' Old Nic was their friend, the plot/ was found out..",Electronic reproduction of: New Guy Fawkes speech. 1 item ;  x  cm.,"James I, King of England, 1566-1625",Catholics,"Fawkes, Guy, 1570-1606",Gunpowder,Traitors,Ballads (documents),Woodcuts (prints),Politics,Government,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,Available under Creative Commons license; Attribution,,,,,,,,
74891878,http://digital.nls.uk/74891878,Last moments of John A Simpson.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... for murdering his sweetheart"". First line of text reads: At eight o'clock, this/ Monday) morning, the/ youth John Aspinall/ Simpson, was executed/ at Strangeways prison. First line of ballad reads: By John Aspinall Simpson's sad terrible death..",Electronic reproduction of: Last moments of John A Simpson. 1 item ;  x  cm.,"Simpson, John Aspinall",Strangeways (Prison),Woodcuts (prints),Ballads (documents),Murders,Executions (events),"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891881,http://digital.nls.uk/74891881,She wore a white rose in her hair.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,She wore a white rose in her hair - first line reads: By moonlight we met and whispered fond vows. The blind boy's song - first line reads: I am but a poor blind boy..,Electronic reproduction of: She wore a white rose in her hair. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),Abbey churches,"Europe, United Kingdom, England (country)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891887,http://digital.nls.uk/74891887,Erin's rights.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... and O'connell for ever huzza"". The text refers to O'Connells imprisonment and forthcoming trial - he was arrested in 1843 and convicted in February 1844. First line reads: By the old hills of Tara one morning I wandered..",Electronic reproduction of: Erin's rights. 1 item ;  x  cm.,"O'Connell, Daniel, 1775-1847",Woodcuts (prints),Ballads (documents),Trials,"Europe, United Kingdom, England, Greater London, London (inhabited place)","Europe, Republic of Ireland, Leinster, County Meath, Tara (prehistoric site)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891893,http://digital.nls.uk/74891893,"Blackbird of Avondale; or, the arrest of Parnell.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Parnell was arrested in October 1881. First line reads: By the sweet bay of Dublin whilst carelessly strolling..,"Electronic reproduction of: Blackbird of Avondale; or, the arrest of Parnell. 1 item ;  x  cm.","Parnell, Charles Stewart, 1846-1891",Ballads (documents),Woodcuts (prints),Harps (chordophones),Politics,Nationalism,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891896,http://digital.nls.uk/74891896,Banks of Band.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,The banks of Band - first line reads: By yon noisy harbour near sweet mill town. The transport - first line reads: Come all young men of learning..,Electronic reproduction of: Banks of Band. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),Prisoners,Transportation,"Europe, United Kingdom, England, Greater London, London (inhabited place)","Oceania, Australia, New South Wales, Botany Bay (bay)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891905,http://digital.nls.uk/74891905,"Melo-dramatic, tragi-comic medley.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Melo-dramatic, tragi-comic medley - first line reads: Carry me back to Old Virginia. The felon's return to his native land - first line reads: Thrice hail lovely Erin, the land of my sire..","Electronic reproduction of: Melo-dramatic, tragi-comic medley. 1 item ;  x  cm.",Woodcuts (prints),Ballads (documents),Criminals,"Europe, United Kingdom, England (country)","Europe, Republic of Ireland (nation)","North and Central America, United States, Virginia (state)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891911,http://digital.nls.uk/74891911,"Jem Paull's address to his constituents; or, an excellent new song on the Westminster election.","Boyle, Thomas, active 1806-1808",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"This ballad appears to be a parody concerning the Scottish politician James Paull. He purchased a seat in the 1805 election and this ballad is likely to have been an attempt to discredit him in the campaigning for the 1806 election, hence the mention of his conections with other radical politicians (e.g. Sir Francis Burdett). First line reads: Cease, Sir Samuel, gallant Sailor! Tune: - The storm..","Electronic reproduction of: Jem Paull's address to his constituents; or, an excellent new song on the Westminster election. 1 item ;  x  cm.","Paull, James, 1770-1808","Burdett, Francis, Sir, 1770-1844",Woodcuts (prints),Ballads (documents),Politics,Elections,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891914,http://digital.nls.uk/74891914,Release of C S Parnell.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Parnell was arrested in October 1881 and released in 1882. First line reads: The chain is broken again, he's free, our hope/ and Ireland's pride..",Electronic reproduction of: Release of C S Parnell. 1 item ;  x  cm.,"Parnell, Charles Stewart, 1846-1891",Ballads (documents),Woodcuts (prints),Sentencing,Politics,Politicians,Irish,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891917,http://digital.nls.uk/74891917,New song on the trial and sentence of peace.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... for the murder of Mr Arthur Dyson at Bannercross Sheffield, Nov 29, 76"". First line reads: Charles Peace, the Blackheath burglar is sentenced now/ to die. Charles Peace is mentioned by name in the Sherlock Holmes short story, ""The Adventure of the Illustrious Client""..",Electronic reproduction of: New song on the trial and sentence of peace. 1 item ;  x  cm.,"Peace, Charles Frederick, 1832-1879","Dyson, Arthur",Ballads (documents),Executions (events),Murders,Trials,Burglary,Sentencing,"Europe, United Kingdom, England (country)",,,,Available under Creative Commons license; Attribution,,,,,,,,
74891920,http://digital.nls.uk/74891920,Chartist's flare-up on Witsun-monday [sic].,"Bebbington, John Oliver",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: The Chartists all are going mad. In two columns with a woodcut above the first. Tune: - Paddy will you now..,Electronic reproduction of: Chartist's flare-up on Witsun-monday [sic]. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),Politics,Reformers,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891935,http://digital.nls.uk/74891935,England demands 'reform!' & reform she'll have.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,This ballad most likely concerns Disraeli's introduction of the Reform Act of 1867 and not the failed Bill of 1859. First line reads: Cheer up! Cheer up! Britannia/ cries. In two columns. Air: - Sweet little creature..,Electronic reproduction of: England demands 'reform!' & reform she'll have. 1 item ;  x  cm.,"Disraeli, Benjamin, 1804-1881",Ballads (documents),Legislative acts,Electorates,Politics,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891947,http://digital.nls.uk/74891947,Great Catholic victory.,"White, John",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... five Roman Catholics at the head of the poll"". First line reads: Cheer up, cheer up, Hibernia's sons. In two columns. At foot of second column: Composed by John White..",Electronic reproduction of: Great Catholic victory. 1 item ;  x  cm.,Borders (ornament areas),Woodcuts (prints),Ballads (documents),Elections,"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891950,http://digital.nls.uk/74891950,Welcome Frost to England.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The ballad celebrates John Frost's return to Britain in 1856. In 1840 he had been sentenced to transportation to Van Diemen's Land for life but obtained a pardon in 1854 on condition he did not return to Britain. He received a full pardon in 1856 and finally returned. First line reads: Cheer up, cheer up my gallant lads..",Electronic reproduction of: Welcome Frost to England. 1 item ;  x  cm.,"Frost, John, 1784?-1877",Ballads (documents),Woodcuts (prints),Transportation,Sentencing,Review (function),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891953,http://digital.nls.uk/74891953,Jeannot's answer to Jeannette.,"Walker, George, 1758-1835",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads. Jeannot's answer to Jeannette - Cheer up, cheer up my own Jeannette tho' far away I go. Comic version of 'There's a good time coming' - first line reads: There's a good time coming, boys..",Electronic reproduction of: Jeannot's answer to Jeannette. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Humor,Politics,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,"Foster, Stephen Collins, 1826-1864",,,"Glover, Charles William, 1806-1863",,,
74891959,http://digital.nls.uk/74891959,Great chartist meeting.,"Bebbington, John Oliver",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Ballad concerning the Chartist 'revolution' of 1848 when special constables were brought to defend London. First line reads: Cheer up my lads, says farmer Bull..",Electronic reproduction of: Great chartist meeting. 1 item ;  x  cm.,Ballads (documents),Politics,Meetings,Police officers,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891983,http://digital.nls.uk/74891983,Murder of Betsy Smith.,"Walker, George (Printer of North Shields)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Murder of Betsy Smith - first line reads: Come all false-hearted young men and listen to my song. My ain fireside - first line reads: Come, my lads, let's mount and go..",Electronic reproduction of: Murder of Betsy Smith. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),Murders,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891986,http://digital.nls.uk/74891986,Lamentation of Mrs Frost.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... for the fate of her husband, who was condemned at Monmouth, for High Treason, but who is transported for life"". In 1840 Frost had been sentenced to death but after a legal review this was communted to transportation to Van Diemen's Land for life. First line reads: Come all good christians list awhile..",Electronic reproduction of: Lamentation of Mrs Frost. 1 item ;  x  cm.,"Frost, John, 1784?-1877","Frost, Mary",Transportation,Ballads (documents),Dirges,Woodcuts (prints),"Europe, United Kingdom, England (country)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891989,http://digital.nls.uk/74891989,General Munroe.,A. Ryle and Co.,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads. General Munroe - first line reads: Come all good people and listen unto me. The merry days of old - first line reads: The merry days, the days of old. In two columns with an illustration above each..",Electronic reproduction of: General Munroe. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Politics,Government,Nationalism,"Europe, United Kingdom, England, Greater London, London (inhabited place)","Europe, Republic of Ireland (nation)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74891992,http://digital.nls.uk/74891992,King the detective or the modern Jonathan Wild.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Two ballads. King the detective - first line reads: Come all good people young or old, young or old. Donald's return to Glencoe - first line reads: As I was walking one morning of late. In two columns..",Electronic reproduction of: King the detective or the modern Jonathan Wild. 1 item ;  x  cm.,"Wild, Jonathan, 1682?-1725",Ballads (documents),Thieves,Criminals,"Europe, United Kingdom, England (country)","Europe, United Kingdom, Scotland, Highland, Glencoe (valley)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892031,http://digital.nls.uk/74892031,"New song on the procession to lay the the [sic] foundation stone, of the O'Connell monument.",,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The foundation stone was laid on Monday, August 8th 1864. First line reads: Come all ye men of Ireland, ye sons of/ Granuale..","Electronic reproduction of: New song on the procession to lay the the [sic] foundation stone, of the O'Connell monument. 1 item ;  x  cm.","O'Connell, Daniel, 1775-1847",Ballads (documents),Processions,Monuments,Foundation stones (wall components),"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892067,http://digital.nls.uk/74892067,World on credit.,"Croshaw, C.",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Come all you brisk and jovial blades. In one column with a woodcut above the title..,Electronic reproduction of: World on credit. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Politics,Government,"Europe, United Kingdom, England, York, York (inhabited place)","Europe, United Kingdom, Great Britain (island)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892070,http://digital.nls.uk/74892070,Happy couple.,"Walker, George, 1758-1835",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,The happy couple - first line reads: Come all you brisk young damsels that sport in Cupid's chain. Old Mr. December - first line reads: Old Mr. December he lost his wife..,Electronic reproduction of: Happy couple. 1 item ;  x  cm.,Marriage (social construct),Ballads (documents),Woodcuts (prints),Abbey churches,"Europe, United Kingdom, England, Durham, Durham (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892103,http://digital.nls.uk/74892103,Captain Fowler.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"First line reads: Come, all you croppies, where'er you dwell. In one column with an illustration above the title..",Electronic reproduction of: Captain Fowler. 1 item ;  x  cm.,Orangemen,United Irishmen,Ballads (documents),Woodcuts (prints),"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)","Europe, Republic of Ireland, Leinster, County Wicklow, Dunlavin (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892106,http://digital.nls.uk/74892106,New song for the times.,A. Ryle and Co.,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... the union houses must come down and railroads go to pot"". '1858' is written in pencil beneath the imprint. First line reads: Come all you English poor folks. In two columns..",Electronic reproduction of: New song for the times. 1 item ;  x  cm.,Ballads (documents),Politics,Railroads,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892112,http://digital.nls.uk/74892112,Trial and confession of James Waller.,"Tankard, J., of Berwick Street in Bradford",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,The events described in the text took place in 1862. First line reads: Come all you feeling christians. In two columns..,Electronic reproduction of: Trial and confession of James Waller. 1 item ;  x  cm.,"Waller, James, -1862",Ballads (documents),Trials,Murders,"Europe, United Kingdom, England, West Yorkshire, Bradford borough, Bradford (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892118,http://digital.nls.uk/74892118,Wonderful shape.,"Williamson, W. H., ballad seller in Newcastle",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Two ballads. The wonderful shape - first line reads: Come all you free jokers give ear to my song. Edwin and Flora - first line reads: Good morning lovely Flora..,Electronic reproduction of: Wonderful shape. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Abbey churches,"Europe, United Kingdom, England, Newcastle-upon-Tyne, Newcastle-upon-Tyne (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892145,http://digital.nls.uk/74892145,Essex and victory.,"Morgan, John",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The two ballads refer to the parliamentary elections of 1847. 'The election race at Maldon' mentions the candidates Waddington, Lennard and Dick - they all competed in the 1847 election, Dick unsuccessfully..",Electronic reproduction of: Essex and victory. 1 item ;  x  cm.,"Dick, Quintin","Lennard, Thomas Barrett, 1788-1856","Waddington, David, 1810-1863",Ballads (documents),Politics,Elections,"Europe, United Kingdom, England, Greater London, London (inhabited place)","Europe, United Kingdom, England, Essex, Maldon (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892148,http://digital.nls.uk/74892148,Interesting and amusing song and dialogue which took place a few days ago in a well-known barber's shop.,"Birt, Thomas, active 1824-1841",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... respecting proceedings in the 19th century"". First line reads: Come all you gallant farmers of every degree. In two columns with an illustration above the first. In prose and verse..",Electronic reproduction of: Interesting and amusing song and dialogue which took place a few days ago in a well-known barber's shop. 1 item ;  x  cm.,Ballads (documents),Woodcuts (prints),Politics,Government,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892151,http://digital.nls.uk/74892151,New song called the knight of the carpet bag.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Come all you gallant Galway boys. In one column with two illustrations above the title. Air: - Paddies evermore..,Electronic reproduction of: New song called the knight of the carpet bag. 1 item ;  x  cm.,"O'Brien, William Smith, 1803-1864",Politics,Government,Ballads (documents),Woodcuts (prints),"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892163,http://digital.nls.uk/74892163,"Devil among the ladies or the women turned boxers, for the sake of the handsome coachman.","Disley, Henry, active 1850-1878",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,""" ... together with an excellent new song"". First line of text reads: The following is an Account of a/ droll affair which took place a few/ days ago. First line of verse reads: Come all you gallant ladies gay. In prose and verse..","Electronic reproduction of: Devil among the ladies or the women turned boxers, for the sake of the handsome coachman. 1 item ;  x  cm.",Ballads (documents),Women (female humans),Boxers,Humor,Battles,Abbey churches,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892169,http://digital.nls.uk/74892169,New song on the strike's [sic].,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"The text mentions various contemporary events and people, including Earl Russel, Jemmy Mace and Goss. Mace and Goss were prize fighters who fought each other on several occasions, including twice in 1866 when Earl Russel was was Prime Minister. First line reads: Come all you gallant Treads [sic] men bold..",Electronic reproduction of: New song on the strike's [sic]. 1 item ;  x  cm.,"Goss, Joe, 1838-1885","Mace, Jem, 1831-1910","Russell, John Russell, Earl, 1792-1878",Ballads (documents),Strikes (events),Woodcuts (prints),Boxers,"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892175,http://digital.nls.uk/74892175,Maid of sweet Gurteen.,William M'Call (Firm),still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Maid of sweet Gurteen - first line reads: Come all you gentle muses, combine and lend an ear. Answer to Betsy of Ballintown Brae - first line reads: Young men and maidens I pray lend an ear..",Electronic reproduction of: Maid of sweet Gurteen. 1 item ;  x  cm.,Woodcuts (prints),Ballads (documents),Courtships,Abbey churches,"Europe, United Kingdom, England, Merseyside, Liverpool urban district, Liverpool (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892187,http://digital.nls.uk/74892187,Curate of Clonmore.,"Pitts, John, 1765-1844",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Father Mullen, the curate of Clonmore, died in 1818 from typhoid fever. First line reads: Come all you good people and with me bewail. In one column with a woodcut above the title..",Electronic reproduction of: Curate of Clonmore. 1 item ;  x  cm.,Ballads (documents),Clergy,Deaths,Woodcuts (prints),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892202,http://digital.nls.uk/74892202,Parliament in 1856.,"Dever, W., ballad publisher",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Come all you good people young and old. In two columns..,Electronic reproduction of: Parliament in 1856. 1 item ;  x  cm.,Politicians,Ballads (documents),Woodcuts (prints),Borders (ornament areas),Politics,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892223,http://digital.nls.uk/74892223,Is your rhubarb up.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Come all you lads and lasses and listeu [sic] for a while. In two columns..,Electronic reproduction of: Is your rhubarb up. 1 item ;  x  cm.,Ballads (documents),Abbey churches,"Europe, United Kingdom, England (country)",,,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892241,http://digital.nls.uk/74892241,Sir C Napier for Southwark.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,Charles Napier stood and was elected to parliament in both the 1857 and 1859 parliamentry elections. He was elected unopposed in 1855..,Electronic reproduction of: Sir C Napier for Southwark. 1 item ;  x  cm.,"Napier, Charles, Sir, 1786-1860",Woodcuts (prints),Ballads (documents),Politics,Elections,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892247,http://digital.nls.uk/74892247,Jack O'Donohoe.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Come all you loyal heroes and listen unto me. In one column with an illustration above the title..,Electronic reproduction of: Jack O'Donohoe. 1 item ;  x  cm.,Thieves,Ballads (documents),Woodcuts (prints),"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892250,http://digital.nls.uk/74892250,Billy Byrne of Ballymanus.,"Hanley, P.",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,"Three ballads. Billy Byrne of Ballymanus - first line reads: Come all you loyal heroes, pay attention to my song. Ireland is fated, but yet not to die - first line reads: Although Erin its glories has oft times been told. Ireland is fated, but yet not to die - signed at end: By P. Hanley. The moon dimm'd her beams - first line reads: The moon dimmed her beams in a feathery cloud..",Electronic reproduction of: Billy Byrne of Ballymanus. 1 item ;  x  cm.,"Byrne, William, 1775-1799",Woodcuts (prints),Ballads (documents),"Europe, Republic of Ireland, Leinster, County Dublin, Dublin borough, Dublin (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892259,http://digital.nls.uk/74892259,Public House Act.,"Marks, John (Printer of Brick Lane)",still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Come all you men and women too. In two columns. In prose and verse..,Electronic reproduction of: Public House Act. 1 item ;  x  cm.,Ballads (documents),Politics,Legislative acts,"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892265,http://digital.nls.uk/74892265,Sketch of roguery.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Come all you people in this place. In two columns..,Electronic reproduction of: Sketch of roguery. 1 item ;  x  cm.,Ballads (documents),Politics,Tariffs,Trade (function),"Europe, United Kingdom, England (country)",,,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
74892292,http://digital.nls.uk/74892292,Catholic Charitable Bequest Bill.,,still image,JPEG,1 online resource,"National Library of Scotland,",2005.,Metadata context: metadata created as part of normal Library activities.,First line reads: Come all you Roman Catholies [sic]. In two columns..,Electronic reproduction of: Catholic Charitable Bequest Bill. 1 item ;  x  cm.,"Peel, Robert, 1788-1850","O'Connell, Daniel, 1775-1847",Politics,Government,Ballads (documents),"Europe, United Kingdom, England, Greater London, London (inhabited place)",,,,,,,Available under Creative Commons license; Attribution,,,,,,,,
